pdwrk,agea,gndr,agepnt,ttminpnt,acchome,chldo12,hhlio12,marsts,domicil,hinctnta,health,hlthhmp,ipadvnt,hincfel,sclact,ipcrtiv,ipmodst,hincsrca,mnactp
1,21,1,39,6666,1,0,6,6,3,10,1,3,4,1,2,4,5,1,99
1,61,2,666,6666,0,0,6,66,3,6,3,2,2,2,3,4,2,4,66
1,37,1,61,120,1,0,6,6,1,7,2,3,4,1,2,2,2,1,66
1,30,1,63,60,1,0,6,6,2,9,1,3,2,2,3,2,4,1,66
0,55,1,666,6666,0,0,6,6,5,3,4,1,3,2,2,3,2,4,66
0,20,1,42,30,1,0,6,6,3,6,2,3,2,2,2,2,2,1,66
1,38,1,64,1680,1,0,6,66,3,1,1,3,1,1,2,1,3,1,99
1,60,1,666,6666,1,3,2,66,1,5,3,3,3,2,3,2,3,1,66
1,56,1,81,10,1,2,2,66,3,7,3,3,4,2,4,1,2,1,66
1,65,2,666,6666,1,3,2,4,1,5,2,3,4,1,2,3,2,4,66
1,45,1,70,75,1,1,1,66,4,10,1,3,3,1,3,3,5,1,66
1,49,2,85,95,1,0,6,4,5,3,3,3,4,4,1,5,2,1,66
1,59,2,666,6666,1,3,2,66,1,7,3,3,6,2,4,3,1,2,66
1,38,1,63,10,1,0,6,6,3,3,3,3,1,1,2,4,1,1,66
1,61,2,83,6666,1,2,2,66,1,6,3,2,4,2,3,3,3,1,66
1,54,1,666,6666,1,2,2,66,1,7,3,2,5,2,2,6,5,1,66
0,64,2,666,6666,1,4,1,66,4,6,2,3,3,3,2,3,4,1,66
1,58,1,666,6666,1,2,2,4,4,8,3,3,3,2,2,3,5,1,66
1,49,2,76,150,1,1,1,6,1,9,1,3,4,1,2,3,3,1,66
1,49,2,666,6666,1,0,6,6,3,5,2,3,3,2,3,1,2,1,66
1,46,1,666,6666,1,0,6,6,3,3,2,2,4,2,2,1,4,1,2
1,65,1,666,6666,1,3,2,2,5,10,3,2,5,1,2,2,2,1,66
1,27,1,56,30,1,0,6,6,1,5,2,3,3,2,3,1,5,1,66
1,32,2,54,6666,1,0,6,66,3,8,2,2,2,2,4,1,6,1,99
1,53,2,73,5,1,1,1,66,4,8,1,3,4,2,3,2,2,1,66
1,54,2,85,60,1,1,1,4,4,10,2,3,3,2,2,3,5,1,66
1,61,2,88,150,1,1,2,66,3,5,3,3,3,2,4,1,2,1,66
1,62,1,666,6666,1,2,2,66,1,3,2,3,5,2,3,6,2,1,66
0,45,2,666,6666,1,0,6,6,3,7,4,2,6,2,2,2,3,1,66
0,64,1,90,10,0,1,2,66,3,3,4,2,3,3,2,3,3,4,66
1,64,2,666,6666,1,2,2,66,3,7,2,3,2,1,2,1,2,1,66
1,39,2,73,60,1,1,1,66,3,8,2,3,5,2,3,3,5,1,66
1,20,1,43,120,1,0,6,6,1,6,2,3,5,1,3,4,3,1,66
1,64,2,85,10,1,2,2,66,3,5,3,2,5,2,2,2,4,1,66
1,63,1,666,6666,1,1,2,66,1,8,3,3,5,2,3,5,2,1,66
0,38,2,70,10,1,1,1,4,3,7,2,3,4,2,3,3,5,1,66
1,53,2,80,6666,1,0,6,4,2,9,2,3,3,1,2,5,2,4,66
1,51,2,78,10,1,2,2,66,3,9,2,3,4,2,4,3,5,1,66
0,56,2,666,6666,1,2,2,6,4,3,4,2,6,2,2,5,4,6,66
1,33,2,67,60,1,2,1,66,4,8,2,2,5,2,4,2,2,1,66
1,39,1,58,25,1,1,1,66,3,9,2,3,4,2,3,2,5,1,8
0,29,2,66,30,1,0,6,6,3,6,1,3,1,1,3,2,6,2,66
1,37,1,666,6666,1,2,1,6,3,8,3,3,4,3,1,4,3,1,66
1,49,2,77,10,1,3,1,6,3,8,2,3,4,2,3,3,3,1,66
0,64,1,666,6666,1,3,2,66,4,4,4,1,6,2,1,5,2,1,66
1,38,1,61,30,1,0,6,6,1,9,2,3,5,2,3,1,5,1,66
1,40,1,76,45,1,1,1,66,3,9,2,3,3,2,4,2,3,1,66
1,37,2,62,60,1,0,6,6,2,7,1,3,5,2,2,3,4,1,66
1,36,2,66,25,1,0,6,6,1,8,2,3,2,1,3,3,6,1,66
1,55,2,85,5,1,1,2,66,3,3,4,1,5,3,1,1,3,1,66
1,56,2,666,6666,1,2,2,66,4,4,1,3,5,2,1,3,2,1,6
1,39,2,67,120,1,1,1,6,2,5,2,3,5,2,3,5,3,1,66
1,55,2,666,6666,1,0,6,6,4,6,3,3,5,2,4,3,3,1,99
1,37,2,71,30,1,0,6,6,1,7,3,3,5,2,3,5,4,1,66
1,61,2,666,6666,1,3,2,66,3,6,4,2,5,2,2,4,1,1,66
1,50,1,72,6666,1,6,2,4,5,5,3,3,5,2,5,6,4,1,66
1,34,1,63,2,1,0,6,66,3,10,2,3,4,1,3,5,2,2,66
1,41,2,65,120,1,0,6,6,1,8,1,3,3,1,2,5,2,1,66
0,53,2,78,90,1,3,2,66,2,9,1,3,3,2,3,1,2,1,66
1,50,1,666,6666,1,2,2,66,3,4,2,3,4,3,2,2,3,1,66
1,60,1,666,6666,1,2,2,66,1,7,2,3,6,2,2,4,1,1,66
1,59,1,666,6666,1,1,2,6,3,6,2,3,3,2,2,3,3,1,66
1,47,1,83,300,1,2,2,6,1,8,3,3,5,2,4,4,2,1,66
0,64,2,90,10,1,3,2,66,1,5,3,1,3,1,4,1,2,1,66
1,64,2,90,30,1,2,2,5,3,5,2,3,5,2,3,3,3,1,66
1,46,1,73,120,1,1,2,66,1,8,2,3,2,2,4,3,2,1,66
1,26,1,65,150,1,0,6,6,3,9,2,3,3,1,2,3,2,1,66
1,63,2,666,6666,0,1,1,5,3,6,4,2,6,2,1,4,2,1,66
1,53,1,666,6666,1,2,1,66,1,5,3,2,5,2,3,3,3,2,66
1,60,1,666,6666,1,3,2,4,1,7,2,3,3,2,3,2,6,2,66
0,32,2,62,4320,1,0,6,66,1,4,3,3,3,2,2,6,1,1,66
1,45,1,71,150,1,0,6,66,4,9,2,3,4,1,3,3,3,1,66
0,30,2,58,25,1,2,1,66,1,77,2,3,4,2,2,2,3,6,66
0,18,1,43,6666,1,0,6,6,3,6,2,3,2,2,2,3,2,1,66
1,43,1,72,30,1,1,1,66,1,10,1,3,3,1,2,2,3,1,66
1,25,1,46,120,1,0,6,66,1,6,2,3,2,3,4,3,3,1,66
0,61,1,666,6666,1,2,2,1,3,4,3,2,2,1,2,2,3,4,66
1,46,2,72,80,0,1,1,6,1,8,2,3,5,2,1,3,3,1,66
0,28,2,54,40,1,0,6,1,2,9,2,3,2,3,2,3,3,1,66
1,22,1,49,6666,1,0,6,6,1,10,3,3,5,1,3,5,4,1,66
1,51,2,80,60,1,1,2,66,3,5,3,3,5,2,3,5,2,1,66
1,45,2,70,125,1,0,6,6,2,5,2,3,3,2,3,3,4,1,66
1,48,2,70,5,1,0,6,1,4,4,2,3,6,2,2,3,4,1,66
1,46,2,65,5,1,4,2,4,4,5,3,3,6,2,3,5,6,1,66
1,62,1,666,6666,1,2,2,4,4,5,3,2,5,2,4,3,3,1,66
1,60,1,666,6666,1,2,2,6,4,4,2,3,4,2,4,2,3,1,66
1,27,1,55,6666,1,0,6,6,1,10,3,3,4,2,1,3,1,1,66
1,37,1,69,125,1,0,6,6,1,9,2,3,2,1,4,3,3,1,66
1,63,2,86,6666,1,2,2,4,1,5,3,3,4,2,3,4,2,1,66
1,33,1,52,30,1,0,6,2,1,9,2,3,2,2,2,1,3,1,66
1,35,1,62,60,1,0,6,6,1,4,1,3,4,2,2,4,4,1,66
0,64,1,85,6666,0,0,6,6,4,4,3,3,6,2,1,5,1,4,66
1,60,2,666,6666,1,2,2,4,3,5,3,3,4,2,2,3,3,1,66
0,22,2,70,120,1,0,6,6,3,7,1,3,3,1,4,3,2,1,66
1,63,2,666,6666,0,2,1,5,1,5,3,2,6,2,2,5,2,1,66
0,65,1,666,6666,1,2,2,66,2,5,3,3,6,1,4,4,3,4,66
1,33,1,65,240,1,0,6,6,3,9,2,3,2,2,2,2,5,2,66
1,51,1,75,20,1,1,1,6,3,7,2,3,5,2,4,5,2,1,66
1,28,2,63,45,1,0,6,66,3,10,1,3,2,1,2,4,5,1,66
1,63,2,666,6666,1,1,2,4,2,5,2,3,2,2,3,3,3,1,66
1,49,1,71,10,1,2,1,4,2,5,2,3,5,3,3,1,2,6,66
1,53,2,666,6666,1,0,6,66,5,6,3,3,5,2,2,3,4,1,66
1,51,2,666,6666,1,0,6,6,5,7,2,3,3,2,2,2,2,1,66
1,34,1,70,240,1,0,6,6,1,5,3,3,2,2,3,2,4,1,66
0,29,2,56,40,1,0,6,6,2,5,3,2,5,2,1,5,2,1,66
1,46,2,77,60,1,3,1,66,2,7,2,3,2,2,3,1,4,1,99
1,45,1,70,150,1,1,1,2,2,8,1,3,5,2,1,4,3,1,66
1,37,2,69,150,1,0,6,6,1,8,1,3,4,1,3,3,4,1,66
1,52,2,75,40,1,6,2,66,4,6,2,3,5,3,1,2,3,1,6
1,64,2,666,6666,1,2,1,5,1,5,3,3,6,2,1,5,2,1,66
1,26,1,58,6666,1,0,6,6,2,5,2,3,5,2,3,2,2,1,66
1,27,2,58,60,1,0,6,6,3,8,2,3,4,1,2,3,5,1,66
1,28,1,54,3,1,0,6,6,3,5,3,2,3,2,2,2,2,1,66
1,49,1,75,20,1,2,2,66,4,7,2,3,2,2,2,2,5,1,66
1,57,2,82,180,1,2,2,66,5,7,3,3,3,1,2,2,5,1,66
1,65,2,666,6666,0,1,1,4,1,3,3,3,5,2,2,5,2,1,66
1,50,2,76,1440,1,2,2,4,1,5,3,2,3,2,3,4,5,1,66
1,48,1,70,150,1,2,1,6,1,10,2,3,3,1,3,4,3,1,66
1,42,2,68,150,0,1,2,2,1,8,2,3,3,3,2,1,3,1,66
1,53,2,84,6666,1,2,2,6,5,4,3,3,3,1,3,3,4,2,66
1,44,1,68,30,1,3,2,66,3,3,3,3,3,3,1,2,4,1,66
1,46,2,67,35,1,1,1,6,1,7,2,3,4,2,3,3,5,1,66
0,43,2,64,17,1,0,6,6,4,4,2,3,3,3,3,5,2,1,66
1,45,2,72,40,1,1,1,6,4,7,2,3,4,3,4,4,4,1,66
1,31,1,57,150,1,0,6,6,3,10,1,3,1,1,4,3,4,1,66
1,37,2,57,15,1,0,6,6,4,8,3,3,4,1,2,3,3,1,66
1,51,2,74,70,1,2,1,66,4,9,3,1,5,2,2,5,3,6,6
1,39,2,65,5,1,0,6,4,1,6,3,1,5,2,2,3,1,2,66
1,34,1,67,60,1,0,6,66,4,8,1,2,2,1,3,3,2,1,66
1,60,2,82,120,1,3,2,66,2,9,2,3,2,2,3,3,2,1,66
0,62,2,666,6666,1,2,2,66,4,1,2,2,6,2,2,1,1,4,66
0,63,2,85,90,1,1,2,4,3,8,2,7,6,1,3,1,3,77,66
1,59,1,83,6666,1,2,2,4,1,77,3,3,4,3,1,2,2,1,66
1,50,1,76,60,1,1,1,66,1,10,2,3,5,2,2,3,1,1,66
1,61,2,666,6666,1,3,1,6,4,4,3,3,3,2,3,4,2,1,66
1,33,2,56,1,1,1,1,6,1,6,2,3,4,1,2,3,3,1,66
1,34,1,68,60,1,0,6,66,1,9,2,3,5,1,2,4,4,1,66
1,42,2,70,240,1,2,1,1,2,9,2,3,5,2,1,1,2,1,66
1,61,1,86,960,1,2,2,66,3,5,3,3,5,2,2,6,2,1,66
1,18,2,56,25,1,0,6,6,2,7,2,3,4,2,2,1,4,1,66
0,32,2,46,15,1,0,6,6,3,7,2,3,4,2,4,4,2,1,66
1,62,2,666,6666,1,2,2,66,3,8,4,2,5,2,3,3,4,1,66
1,23,1,45,120,1,0,6,6,3,5,2,3,5,1,1,5,2,1,66
1,37,2,63,5,1,1,1,66,1,10,1,3,2,2,4,3,6,1,66
1,34,2,79,6666,1,0,6,6,5,5,3,3,2,3,2,5,2,1,66
1,25,1,52,600,1,0,6,6,3,5,1,3,2,2,2,3,3,1,66
1,37,1,61,45,1,1,1,6,4,8,2,3,2,1,2,3,4,1,66
1,24,2,666,6666,1,0,6,66,3,1,1,3,4,2,1,3,1,1,66
1,33,2,62,420,1,0,6,6,3,5,4,1,3,2,2,3,2,1,66
1,32,2,62,270,1,0,6,66,5,3,2,2,4,2,2,2,3,1,66
1,64,1,666,6666,1,0,6,4,3,6,2,3,6,2,4,2,2,2,66
1,23,1,57,45,1,0,6,6,1,5,3,3,5,2,3,3,2,1,66
0,59,1,666,6666,1,3,1,66,3,8,2,3,5,2,5,5,1,1,66
1,56,2,79,60,1,3,2,66,1,10,2,3,5,1,3,4,4,1,66
1,56,1,79,15,1,2,2,4,3,9,3,2,4,2,4,2,5,1,66
1,47,1,79,15,1,3,2,6,5,8,3,2,3,3,3,2,1,1,66
1,48,1,72,75,1,1,2,6,4,8,3,2,4,2,3,1,2,2,66
1,28,1,66,30,1,0,6,66,4,6,1,3,2,1,4,1,2,1,66
1,52,2,73,70,1,3,2,66,3,9,2,2,4,1,3,4,6,1,66
1,50,2,69,30,1,4,2,66,4,7,1,3,4,1,5,1,2,2,66
1,22,1,56,10,1,0,6,6,5,5,3,2,2,2,3,3,2,1,66
0,64,1,666,6666,1,2,2,4,4,2,3,1,5,2,2,6,2,4,66
1,42,2,60,8888,1,0,6,6,1,8,1,3,6,2,1,3,2,1,66
1,62,2,666,6666,1,0,6,5,3,6,3,2,6,1,2,5,2,1,66
1,65,2,85,10,1,2,2,66,2,9,2,3,5,2,3,5,3,2,66
1,49,2,74,45,1,2,1,66,4,10,1,3,6,1,3,5,5,1,66
0,62,2,666,6666,1,0,6,66,2,4,3,2,5,2,1,3,2,1,66
0,24,2,62,6666,1,0,6,6,2,9,2,3,5,2,2,3,1,1,66
0,28,2,888,8888,1,0,6,6,4,1,3,2,4,4,3,3,3,6,66
1,37,1,71,120,1,0,6,66,1,8,1,3,3,3,2,4,3,1,66
1,46,1,74,25,1,0,6,6,3,5,2,2,3,2,3,2,3,1,66
1,50,1,666,6666,1,3,2,66,5,6,2,3,2,2,5,3,3,1,66
0,63,2,666,6666,1,4,2,66,5,4,3,3,3,2,2,3,4,4,66
0,24,2,46,75,1,0,6,6,3,1,1,3,2,2,4,2,4,6,66
1,53,1,666,6666,1,5,2,66,2,7,1,3,2,1,4,2,2,1,66
1,60,1,666,6666,1,4,2,66,4,9,2,2,4,2,2,3,2,1,66
0,63,2,666,6666,1,3,2,4,5,1,5,1,2,4,1,1,2,4,66
1,52,1,72,30,1,2,2,66,1,9,2,2,3,1,2,2,2,1,66
1,42,2,69,50,1,0,6,6,1,10,1,2,6,1,2,3,3,2,66
1,33,2,58,150,1,0,6,6,2,8,4,1,5,2,2,2,4,1,66
1,32,1,66,1,1,0,6,6,5,10,1,3,5,2,3,2,5,3,8
1,58,1,666,6666,0,2,2,66,4,77,3,2,5,2,2,6,5,5,66
1,64,2,84,90,1,2,2,4,4,4,2,2,4,2,2,4,2,1,66
1,30,2,56,240,1,0,6,6,1,7,1,3,3,2,2,5,3,1,66
1,30,2,58,60,1,0,6,66,2,10,2,2,5,2,3,3,3,1,66
1,38,2,666,6666,1,0,6,66,2,8,2,1,8,1,1,8,8,1,66
0,33,2,57,60,1,0,6,6,1,9,2,3,5,1,3,4,2,1,66
0,52,2,69,360,1,3,2,4,3,7,4,1,4,2,3,2,2,1,66
1,25,2,70,15,1,0,6,6,3,4,2,3,5,2,3,3,3,1,66
1,29,1,56,30,1,0,6,66,5,10,1,3,1,2,2,1,5,1,66
0,33,2,65,780,1,0,6,6,1,1,2,2,2,2,2,1,4,6,66
1,64,1,666,6666,1,3,2,66,1,8,2,2,5,1,2,2,5,1,66
0,56,2,666,6666,1,1,2,4,1,2,3,1,4,4,5,1,3,5,66
1,52,1,81,40,1,2,2,4,3,7,2,3,5,2,3,3,3,1,66
1,48,2,68,40,1,3,1,66,1,7,2,2,2,2,2,1,3,1,66
1,36,1,73,90,1,0,6,6,3,6,2,2,4,2,1,3,2,1,66
0,18,2,52,3,1,0,6,6,2,9,2,3,3,1,2,2,4,1,66
1,45,2,80,25,1,2,1,4,1,10,2,2,6,1,2,3,2,1,66
1,59,1,666,6666,1,2,2,66,1,9,3,2,5,1,3,2,1,1,66
1,40,1,71,780,1,0,6,66,2,9,1,3,3,2,2,4,3,1,66
1,57,1,666,6666,1,1,2,66,3,6,2,2,6,2,3,4,3,1,66
1,43,2,74,10,1,1,1,66,3,10,2,2,4,1,3,4,2,2,66
1,24,2,51,180,1,0,6,6,3,8,1,3,1,1,4,2,2,1,66
1,29,2,60,35,1,0,6,6,1,4,2,2,2,1,4,2,2,1,66
1,56,1,76,1,1,1,2,66,5,7,2,3,2,1,1,1,1,1,66
0,58,2,666,6666,1,2,2,66,5,7,3,2,2,2,3,1,1,1,66
0,25,2,50,90,1,0,6,1,3,1,3,2,2,3,2,1,1,6,66
1,51,2,80,10,1,2,1,66,4,10,2,2,4,2,3,2,5,1,66
1,58,1,666,6666,1,4,2,66,1,8,2,3,4,2,5,3,4,1,66
1,64,2,666,6666,1,2,2,4,1,6,2,3,3,1,4,1,4,4,66
1,62,2,666,6666,1,0,6,4,2,9,2,2,4,1,3,3,3,1,66
0,58,2,666,6666,1,0,6,66,4,2,2,3,6,2,2,3,3,4,66
1,23,1,62,45,1,0,6,6,2,2,1,3,3,1,4,1,3,1,66
1,49,1,82,120,1,1,1,66,1,10,1,3,4,1,3,3,3,1,66
1,30,1,61,330,1,0,6,6,1,8,3,1,3,1,3,2,3,1,66
0,21,2,44,25,1,0,6,6,3,1,3,2,3,3,3,5,3,6,66
1,63,1,84,360,1,2,2,66,3,9,1,3,4,1,3,3,3,1,66
1,61,2,90,140,1,2,2,4,3,1,2,2,6,4,2,5,4,5,66
1,18,2,888,6666,1,0,6,6,4,7,2,3,5,2,3,4,4,1,66
1,51,2,82,60,1,6,2,66,1,8,2,2,4,2,5,1,5,1,66
1,28,1,66,120,1,0,6,6,1,8,1,3,3,2,2,2,2,1,66
1,49,1,82,10,1,0,6,66,2,8,2,3,5,1,2,1,2,1,66
1,28,2,50,120,1,0,6,66,3,9,2,3,2,1,3,2,2,1,66
1,50,2,72,10,1,2,1,66,1,10,2,3,4,1,3,2,5,1,66
1,56,1,666,6666,1,0,6,66,5,7,1,3,4,2,2,2,4,1,66
1,26,1,58,60,1,0,6,6,3,3,2,3,5,2,3,2,3,1,66
0,30,1,53,120,1,0,6,6,2,1,2,3,4,3,3,1,3,5,66
1,52,1,78,5,1,2,2,66,3,10,1,3,4,1,3,1,6,2,66
1,47,2,83,5,1,2,2,4,3,8,2,3,4,2,2,2,3,1,66
1,30,2,58,25,1,0,6,66,3,2,2,3,5,3,1,3,1,2,66
1,48,2,666,6666,1,1,2,66,3,7,2,3,4,1,3,1,3,1,66
0,22,1,50,6666,1,0,6,6,3,88,3,2,3,2,3,2,3,1,66
1,44,1,84,15,1,0,6,66,5,8,3,2,2,2,2,3,3,1,66
1,53,1,84,30,1,2,1,66,4,9,3,2,4,1,2,2,2,1,66
1,48,2,79,45,1,2,2,6,5,8,2,3,6,2,2,4,2,1,66
1,38,1,64,20,1,3,6,66,4,8,3,1,2,1,4,3,2,1,8
0,62,1,666,6666,1,0,6,66,2,6,2,3,3,1,2,2,3,4,66
0,64,2,666,6666,1,0,6,4,3,4,2,2,3,2,3,1,4,4,66
1,36,2,61,30,1,0,6,6,3,7,1,3,2,2,3,2,3,1,66
0,24,2,64,30,1,0,6,6,5,88,2,3,4,2,3,1,3,1,66
1,56,2,666,6666,1,0,6,66,1,8,3,2,1,2,8,1,8,1,66
1,51,1,77,150,1,1,2,66,1,10,1,3,4,2,2,2,2,1,66
1,23,2,61,10,1,0,6,6,3,4,1,3,1,1,5,2,4,1,66
1,46,2,76,30,1,2,2,66,3,8,2,3,5,1,2,2,3,1,66
0,50,2,83,15,1,0,6,66,5,9,2,2,3,4,3,1,2,1,66
1,36,1,58,1,1,0,6,6,5,6,1,3,3,1,2,2,2,1,66
1,64,1,666,6666,1,3,2,4,3,6,2,3,2,3,4,3,4,1,66
1,56,2,78,45,1,0,6,66,1,5,1,3,5,1,2,5,3,1,66
1,25,2,48,30,1,0,6,66,4,8,1,2,1,2,2,2,5,1,66
0,64,1,666,6666,1,3,2,66,3,7,3,3,4,2,2,2,1,4,66
1,37,2,62,90,1,0,6,4,5,3,2,2,1,3,1,2,2,5,66
1,21,2,57,6666,1,0,6,6,3,10,1,3,1,1,2,1,2,1,66
1,45,2,73,60,1,1,1,6,5,6,2,3,5,3,3,5,1,1,66
1,41,2,67,420,1,0,6,66,1,10,1,3,3,2,4,1,5,1,66
0,61,2,84,40,1,2,2,6,1,1,4,1,1,2,2,1,6,4,66
1,26,2,55,5,1,0,6,6,5,6,2,3,4,2,3,2,2,1,66
1,37,1,71,360,1,0,6,6,4,8,1,3,5,1,2,3,2,1,66
1,32,1,55,90,1,0,6,6,1,8,2,3,2,1,2,4,3,1,66
1,46,1,77,210,1,3,1,66,3,9,1,3,3,1,3,4,3,1,66
0,59,2,84,120,1,3,2,66,5,9,2,2,3,1,2,2,6,8,66
1,55,1,666,6666,1,4,2,66,3,10,2,3,3,2,4,1,3,1,66
1,43,1,75,300,1,0,6,66,1,8,3,3,2,2,2,3,2,1,2
1,42,1,68,60,1,0,6,66,1,9,2,3,4,2,2,4,2,1,66
1,59,2,666,6666,1,0,6,66,4,5,1,3,4,1,3,5,4,1,66
1,54,1,72,30,1,2,1,66,5,9,3,2,3,2,1,2,4,1,66
0,59,2,83,60,1,4,2,66,5,9,3,2,4,2,2,3,6,4,66
1,25,1,63,6666,1,0,6,6,3,9,4,2,5,1,1,2,2,1,66
1,34,2,71,30,1,0,6,66,2,9,2,2,4,1,2,3,3,1,66
1,50,1,666,6666,1,0,6,66,1,9,4,1,3,1,3,2,5,1,66
0,33,1,67,100,1,0,6,6,3,4,2,3,2,2,2,4,2,1,66
1,55,1,81,240,1,1,2,66,3,10,2,3,2,1,4,1,2,1,66
0,36,2,75,20,1,0,6,66,3,6,2,2,5,2,2,3,4,1,66
1,21,1,56,6666,1,0,6,6,3,10,3,3,2,2,3,3,4,1,66
0,56,1,666,6666,1,1,2,6,3,1,2,2,4,4,2,3,2,6,66
1,44,2,71,30,1,2,1,66,3,10,3,2,4,2,1,5,2,1,66
1,49,2,71,420,1,3,2,66,5,10,1,3,4,1,3,3,5,1,66
1,47,1,666,6666,1,1,1,66,3,8,2,3,5,2,3,3,2,1,66
1,57,1,85,25,1,6,2,66,4,7,2,3,2,2,2,2,2,1,66
1,37,2,68,10,1,0,6,6,3,7,2,3,5,2,3,2,3,1,66
1,19,1,54,6666,1,0,6,6,1,88,1,3,1,1,5,1,2,2,66
1,28,2,59,30,1,0,6,6,2,7,1,2,2,2,3,3,3,1,66
1,24,2,58,8,1,0,6,6,2,5,1,3,5,2,4,3,2,2,66
1,56,1,666,6666,1,0,6,6,1,4,2,3,4,2,2,5,2,1,66
0,65,1,88,40,1,2,2,66,2,9,2,3,3,1,4,2,2,4,66
1,29,1,49,2,1,0,6,6,5,4,2,3,2,2,2,3,2,1,1
0,61,1,82,30,1,3,2,66,5,88,4,2,5,3,3,4,5,1,66
1,42,1,66,90,1,0,6,66,1,10,2,3,5,1,3,2,2,1,66
1,52,1,666,6666,1,2,1,66,1,9,1,3,5,1,2,5,4,1,66
1,57,2,666,6666,1,0,6,66,4,8,2,3,4,1,3,3,3,1,66
1,32,1,64,5,1,0,6,6,3,4,1,3,3,3,2,3,2,1,66
1,58,2,86,300,1,2,2,66,2,10,3,1,4,2,2,4,3,1,66
1,42,2,64,60,1,0,6,6,3,9,1,3,2,1,4,2,5,1,66
1,56,2,75,15,1,3,2,66,4,8,3,1,5,1,1,3,2,1,66
1,30,2,62,120,1,0,6,6,1,5,2,2,5,1,3,5,3,1,66
1,21,1,60,90,1,0,6,6,4,7,1,3,2,1,2,2,2,1,66
1,50,2,69,90,1,2,1,66,1,10,2,2,4,2,3,2,3,1,66
1,46,1,70,3,1,0,6,6,5,9,2,3,4,2,4,3,4,1,66
1,39,1,63,10,1,0,6,4,3,6,2,2,3,3,3,2,2,1,66
1,60,1,666,6666,1,4,2,66,3,77,3,3,2,2,1,1,6,2,66
1,36,1,73,150,1,0,6,6,1,8,3,2,4,1,2,3,3,2,66
0,35,2,89,25,1,0,6,6,1,10,1,3,2,1,4,2,2,7,66
1,33,1,67,180,1,0,6,66,3,88,1,3,4,2,3,1,3,1,66
1,51,2,75,20,1,4,1,66,5,8,3,1,6,2,3,4,3,1,66
1,40,2,69,60,1,3,1,66,5,88,1,3,5,3,3,3,2,1,66
1,62,2,666,6666,1,0,6,6,2,10,3,2,6,1,2,2,3,1,66
1,42,2,79,8888,1,0,6,6,3,7,2,3,5,2,4,5,2,1,66
0,19,2,51,150,1,0,6,6,2,1,1,3,3,2,4,3,5,6,66
0,23,2,57,15,1,0,6,6,3,1,3,2,6,2,1,4,3,6,66
1,51,1,74,80,1,4,1,66,3,10,3,3,3,2,4,2,4,1,66
0,19,2,49,6666,1,0,6,6,3,9,1,3,2,1,4,3,4,1,66
1,40,1,61,20,1,0,6,66,1,10,1,3,2,1,3,2,5,1,66
0,49,1,66,60,1,4,2,6,3,7,2,3,2,2,1,2,3,6,9
1,44,1,71,40,1,4,1,6,1,9,2,3,4,2,3,2,3,1,66
1,60,1,77,5,1,4,2,4,3,4,3,2,2,2,3,3,2,1,66
1,35,2,54,20,1,0,6,66,1,8,2,3,5,2,4,5,5,1,1
1,53,1,83,480,1,1,1,66,2,9,3,2,4,2,2,3,1,1,66
1,59,1,666,6666,1,3,2,66,1,6,2,3,4,1,2,3,3,1,66
1,57,1,80,60,1,2,1,6,4,10,2,3,1,1,2,1,3,7,66
1,25,1,52,30,1,0,6,6,2,8,2,2,2,2,2,3,3,2,66
1,33,1,58,30,1,0,6,66,1,9,1,3,4,1,1,1,3,1,66
1,30,2,73,5,1,0,6,6,3,8,2,2,5,1,3,3,2,1,1
1,51,2,87,300,1,3,2,66,3,10,2,1,4,2,2,4,1,1,66
0,20,2,56,210,1,0,6,6,1,1,3,2,2,2,4,3,2,6,66
1,56,1,76,180,1,2,2,66,3,10,2,3,5,2,3,3,3,1,66
1,59,1,666,6666,1,4,2,4,5,6,2,3,6,1,3,4,1,1,66
1,41,1,73,20,1,1,1,6,4,6,2,3,5,2,3,3,2,2,66
1,37,1,66,480,1,0,6,66,1,7,3,3,6,1,3,5,5,1,3
1,37,1,76,30,1,0,6,6,3,9,1,3,1,1,3,2,2,1,66
0,29,2,60,60,1,0,6,66,4,6,2,2,1,2,4,2,2,1,66
1,49,1,90,270,1,2,2,66,3,9,1,3,3,2,2,4,2,1,66
1,33,2,56,25,1,1,1,66,5,7,3,3,4,2,3,3,2,2,66
0,21,1,59,120,1,0,6,6,1,1,2,3,3,2,3,3,1,1,66
0,32,2,62,50,1,0,6,6,1,7,1,3,3,2,4,1,4,1,66
0,19,2,45,15,1,0,6,6,4,1,2,3,1,3,3,2,4,6,66
0,20,1,50,10,1,0,6,6,1,1,3,3,3,2,2,4,2,6,66
1,42,1,76,15,1,2,1,66,2,9,1,3,4,2,3,4,3,2,66
1,30,2,63,60,1,0,6,66,2,9,1,3,3,1,3,3,3,1,66
1,62,1,666,6666,1,2,2,66,2,9,2,2,3,1,3,1,4,2,66
1,59,2,666,6666,1,0,6,1,5,8,3,2,4,2,3,4,2,1,66
1,25,2,54,420,1,0,6,6,1,6,2,2,4,1,2,3,3,1,66
1,51,1,79,420,1,0,6,66,5,10,2,3,5,2,2,2,2,1,66
1,52,1,83,4,1,0,6,6,5,4,2,3,5,2,4,3,2,1,66
1,58,1,666,6666,1,1,2,6,1,8,3,2,5,2,3,1,5,2,6
1,51,2,76,5,1,3,1,66,4,8,1,3,5,2,3,3,4,1,66
